,date,pred,true
0,2022-03-14 13:00:00,6953.6187,7089.89
1,2022-03-14 14:00:00,7068.147,7113.7
2,2022-03-14 15:00:00,7380.198,7254.8
3,2022-03-14 16:00:00,7873.7246,7883.82
4,2022-03-14 17:00:00,8288.685,8282.5
5,2022-03-14 18:00:00,8394.362,8429.1
6,2022-03-14 19:00:00,8249.402,8254.42
7,2022-03-14 20:00:00,7866.5312,7893.73
8,2022-03-14 21:00:00,7478.128,7563.59
9,2022-03-14 22:00:00,7282.819,7377.01
10,2022-03-14 23:00:00,7073.1255,7192.2
11,2022-03-15 00:00:00,6921.5273,7075.58
12,2022-03-15 01:00:00,6484.4355,6558.09
13,2022-03-15 02:00:00,6153.5767,6182.02
14,2022-03-15 03:00:00,6046.2417,6064.02
15,2022-03-15 04:00:00,6186.22,6135.11
16,2022-03-15 05:00:00,6590.667,6547.29
17,2022-03-15 06:00:00,7389.0513,7418.06
18,2022-03-15 07:00:00,7785.7524,7714.17
19,2022-03-15 08:00:00,7663.476,7419.11
20,2022-03-15 09:00:00,7427.226,6948.82
21,2022-03-15 10:00:00,7262.35,6640.91
22,2022-03-15 11:00:00,7169.951,6479.13
23,2022-03-15 12:00:00,7138.966,6647.94
24,2022-03-14 14:00:00,7134.5186,7113.7
25,2022-03-14 15:00:00,7442.721,7254.8
26,2022-03-14 16:00:00,7956.203,7883.82
27,2022-03-14 17:00:00,8360.68,8282.5
28,2022-03-14 18:00:00,8442.02,8429.1
29,2022-03-14 19:00:00,8257.211,8254.42
30,2022-03-14 20:00:00,7868.78,7893.73
31,2022-03-14 21:00:00,7488.092,7563.59
32,2022-03-14 22:00:00,7316.564,7377.01
33,2022-03-14 23:00:00,7104.09,7192.2
34,2022-03-15 00:00:00,6946.9463,7075.58
35,2022-03-15 01:00:00,6526.422,6558.09
36,2022-03-15 02:00:00,6203.838,6182.02
37,2022-03-15 03:00:00,6097.047,6064.02
38,2022-03-15 04:00:00,6238.6963,6135.11
39,2022-03-15 05:00:00,6664.1987,6547.29
