,date,pred,true
0,2022-03-13,6602.167,6554.968
1,2022-03-14,7198.4624,7116.699
2,2022-03-15,7288.125,7137.591
3,2022-03-16,7358.537,7451.3105
4,2022-03-17,7457.5557,7633.5356
5,2022-03-18,7339.2837,7695.4204
6,2022-03-19,6963.023,6999.5806
7,2022-03-20,6881.06,6482.3037
8,2022-03-21,7406.947,7259.8516
9,2022-03-22,7465.2524,7425.5986
10,2022-03-23,7481.7573,7511.9487
11,2022-03-24,7472.957,7573.605
12,2022-03-25,7330.482,7333.783
13,2022-03-26,6937.169,6883.713
14,2022-03-27,6898.1143,6844.104
15,2022-03-28,7383.8433,7479.9385
16,2022-03-29,7530.1655,7728.544
17,2022-03-30,7572.5225,7491.206
18,2022-03-31,7586.8257,7454.201
19,2022-04-01,7448.201,7371.5103
20,2022-04-02,7055.4375,6771.9443
21,2022-04-03,6948.1704,6392.828
22,2022-04-04,7442.7017,6980.6475
23,2022-04-05,7516.412,7100.761
24,2022-04-06,7532.9175,7380.3823
25,2022-04-07,7575.2715,7757.1636
26,2022-04-08,7436.65,7468.116
27,2022-04-09,7030.685,6990.964
28,2022-04-10,6977.3257,6663.5522
29,2022-04-11,7474.607,7302.068
30,2022-04-12,7595.0737,7268.1587
31,2022-04-13,7580.2227,7333.456
32,2022-04-14,7592.8755,7216.878
33,2022-04-15,7468.0044,6394.872
34,2022-04-16,7096.1455,6447.1206
35,2022-04-17,7025.1836,6214.767
36,2022-04-18,7515.8613,6428.2715
37,2022-04-19,7667.685,7137.6377
38,2022-04-20,7632.4805,6887.944
39,2022-04-21,7662.737,7186.0376
40,2022-04-22,7493.3096,7411.3457
41,2022-04-23,7084.044,6854.7256
42,2022-04-24,7018.033,6561.7593
43,2022-04-25,7546.6694,6746.973
44,2022-04-26,7659.9863,7515.1606
45,2022-04-27,7657.236,7711.669
46,2022-04-28,7683.641,7708.5005
47,2022-04-29,7500.4604,7410.6025
48,2022-04-30,7084.5933,7140.794
49,2022-05-01,7068.0923,6720.115
50,2022-05-02,7559.868,7287.9624
51,2022-05-03,7677.59,7310.209
52,2022-05-04,7647.335,7490.6113
53,2022-05-05,7671.538,7502.9136
54,2022-05-06,7543.368,7422.1074
55,2022-05-07,7124.199,7309.1865
56,2022-05-08,7096.6943,7074.467
57,2022-05-09,7540.0674,8001.754
58,2022-05-10,7719.397,7897.479
59,2022-05-11,7690.241,8151.83
60,2022-03-14,7215.203,7116.699
61,2022-03-15,7341.166,7137.591
62,2022-03-16,7362.0723,7451.3105
63,2022-03-17,7395.0767,7633.5356
64,2022-03-18,7284.514,7695.4204
65,2022-03-19,6854.3633,6999.5806
66,2022-03-20,6797.7056,6482.3037
67,2022-03-21,7336.2173,7259.8516
68,2022-03-22,7457.784,7425.5986
69,2022-03-23,7480.338,7511.9487
70,2022-03-24,7512.7886,7573.605
