,date,pred,true
0,2021-08-07,6285.81,6298.0215
1,2021-08-08,6111.884,5977.038
2,2021-08-09,6553.9136,5975.9326
3,2021-08-10,6620.1523,6635.174
4,2021-08-11,6601.2275,6613.616
5,2021-08-12,6608.437,6582.2583
6,2021-08-13,6595.821,6528.778
7,2021-08-08,6028.6587,5977.038
8,2021-08-09,6536.004,5975.9326
9,2021-08-10,6583.763,6635.174
10,2021-08-11,6574.3013,6613.616
11,2021-08-12,6573.399,6582.2583
12,2021-08-13,6573.4004,6528.778
13,2021-08-14,6205.281,6198.8223
14,2021-08-09,6404.574,5975.9326
15,2021-08-10,6496.9346,6635.174
16,2021-08-11,6493.7812,6613.616
17,2021-08-12,6519.4644,6582.2583
18,2021-08-13,6521.2656,6528.778
19,2021-08-14,6176.5957,6198.8223
20,2021-08-15,6038.274,5983.757
21,2021-08-10,6416.792,6635.174
22,2021-08-11,6437.518,6613.616
23,2021-08-12,6444.275,6582.2583
24,2021-08-13,6461.3965,6528.778
25,2021-08-14,6339.2974,6198.8223
26,2021-08-15,6056.3496,5983.757
27,2021-08-16,6097.35,6471.06
28,2021-08-11,6568.4824,6613.616
29,2021-08-12,6558.5723,6582.2583
30,2021-08-13,6572.5376,6528.778
31,2021-08-14,6471.611,6198.8223
32,2021-08-15,6099.886,5983.757
33,2021-08-16,6061.1357,6471.06
34,2021-08-17,6538.745,6417.69
35,2021-08-12,6601.28,6582.2583
36,2021-08-13,6603.082,6528.778
37,2021-08-14,6539.9976,6198.8223
38,2021-08-15,6162.845,5983.757
39,2021-08-16,6111.0273,6471.06
40,2021-08-17,6562.0767,6417.69
41,2021-08-18,6585.5083,6299.402
42,2021-08-13,6589.386,6528.778
43,2021-08-14,6543.4233,6198.8223
44,2021-08-15,6175.2656,5983.757
45,2021-08-16,6077.0337,6471.06
46,2021-08-17,6570.46,6417.69
47,2021-08-18,6589.8364,6299.402
48,2021-08-19,6582.6265,6290.715
49,2021-08-14,6401.802,6198.8223
50,2021-08-15,6092.2095,5983.757
51,2021-08-16,6069.6777,6471.06
52,2021-08-17,6529.7837,6417.69
53,2021-08-18,6550.5117,6299.402
54,2021-08-19,6546.4575,6290.715
55,2021-08-20,6544.655,6312.497
56,2021-08-15,5953.2,5983.757
57,2021-08-16,6160.0312,6471.06
58,2021-08-17,6488.531,6417.69
59,2021-08-18,6500.6973,6299.402
60,2021-08-19,6525.482,6290.715
61,2021-08-20,6497.543,6312.497
62,2021-08-21,6285.7505,6028.5933
63,2021-08-16,6045.9526,6471.06
64,2021-08-17,6488.0137,6417.69
65,2021-08-18,6531.274,6299.402
66,2021-08-19,6533.5264,6290.715
67,2021-08-20,6543.8906,6312.497
68,2021-08-21,6437.0933,6028.5933
69,2021-08-22,6118.9536,5871.773
70,2021-08-17,6575.4526,6417.69
71,2021-08-18,6558.775,6299.402
72,2021-08-19,6561.4795,6290.715
73,2021-08-20,6529.928,6312.497
74,2021-08-21,6177.9224,6028.5933
75,2021-08-22,6034.1436,5871.773
76,2021-08-23,6510.0986,6335.6367
77,2021-08-18,6460.895,6299.402
78,2021-08-19,6505.9683,6290.715
79,2021-08-20,6484.3325,6312.497
80,2021-08-21,6100.756,6028.5933
81,2021-08-22,5947.955,5871.773
82,2021-08-23,6447.825,6335.6367
83,2021-08-24,6474.87,6306.076
84,2021-08-19,6396.5044,6290.715
85,2021-08-20,6402.3643,6312.497
86,2021-08-21,6097.6626,6028.5933
87,2021-08-22,5936.748,5871.773
88,2021-08-23,6402.3633,6335.6367
89,2021-08-24,6432.1123,6306.076
