,date,pred,true
0,2021-08-07,6278.154,6298.0215
1,2021-08-08,6096.5645,5977.038
2,2021-08-09,6537.695,5975.9326
3,2021-08-10,6623.3076,6635.174
4,2021-08-11,6591.766,6613.616
5,2021-08-12,6618.801,6582.2583
6,2021-08-13,6591.765,6528.778
7,2021-08-14,6236.2476,6198.8223
8,2021-08-15,6103.3213,5983.757
9,2021-08-16,6499.3945,6471.06
10,2021-08-17,6604.3833,6417.69
11,2021-08-18,6583.205,6299.402
12,2021-08-19,6581.853,6290.715
13,2021-08-20,6564.2812,6312.497
14,2021-08-08,6028.209,5977.038
15,2021-08-09,6536.4546,5975.9326
16,2021-08-10,6586.4683,6635.174
17,2021-08-11,6591.8745,6613.616
18,2021-08-12,6600.4346,6582.2583
19,2021-08-13,6589.1714,6528.778
20,2021-08-14,6197.1724,6198.8223
21,2021-08-15,6102.5527,5983.757
22,2021-08-16,6579.71,6471.06
23,2021-08-17,6586.918,6417.69
24,2021-08-18,6586.4673,6299.402
25,2021-08-19,6615.7544,6290.715
26,2021-08-20,6586.4663,6312.497
27,2021-08-21,6205.7324,6028.5933
28,2021-08-09,6423.0483,5975.9326
29,2021-08-10,6478.013,6635.174
30,2021-08-11,6476.6626,6613.616
31,2021-08-12,6496.487,6582.2583
32,2021-08-13,6488.828,6528.778
33,2021-08-14,6175.692,6198.8223
34,2021-08-15,6027.01,5983.757
35,2021-08-16,6493.332,6471.06
36,2021-08-17,6550.1,6417.69
37,2021-08-18,6532.531,6299.402
38,2021-08-19,6523.9688,6290.715
39,2021-08-20,6487.022,6312.497
40,2021-08-21,6151.814,6028.5933
41,2021-08-22,6009.8906,5871.773
42,2021-08-10,6406.8823,6635.174
43,2021-08-11,6469.509,6613.616
44,2021-08-12,6472.21,6582.2583
45,2021-08-13,6476.7173,6528.778
46,2021-08-14,6366.7812,6198.8223
47,2021-08-15,6070.766,5983.757
48,2021-08-16,6036.074,6471.06
49,2021-08-17,6449.232,6417.69
50,2021-08-18,6489.7817,6299.402
51,2021-08-19,6498.794,6290.715
52,2021-08-20,6506.905,6312.497
53,2021-08-21,6430.3086,6028.5933
54,2021-08-22,6114.919,5871.773
55,2021-08-23,6080.6787,6335.6367
56,2021-08-11,6587.8594,6613.616
57,2021-08-12,6527.4824,6582.2583
58,2021-08-13,6526.1294,6528.778
59,2021-08-14,6446.378,6198.8223
60,2021-08-15,6079.1587,5983.757
61,2021-08-16,6065.641,6471.06
62,2021-08-17,6548.66,6417.69
63,2021-08-18,6558.1226,6299.402
64,2021-08-19,6566.2314,6290.715
65,2021-08-20,6572.089,6312.497
66,2021-08-21,6488.733,6028.5933
67,2021-08-22,6136.8345,5871.773
68,2021-08-23,6072.8506,6335.6367
69,2021-08-24,6509.0073,6306.076
70,2021-08-12,6588.213,6582.2583
71,2021-08-13,6588.663,6528.778
72,2021-08-14,6549.4604,6198.8223
73,2021-08-15,6173.658,5983.757
74,2021-08-16,6098.8623,6471.06
75,2021-08-17,6581.4517,6417.69
76,2021-08-18,6609.841,6299.402
77,2021-08-19,6598.1255,6290.715
78,2021-08-20,6614.3467,6312.497
79,2021-08-21,6586.859,6028.5933
80,2021-08-22,6224.5757,5871.773
81,2021-08-23,6126.3467,6335.6367
82,2021-08-24,6603.982,6306.076
83,2021-08-25,6631.469,6286.873
84,2021-08-13,6601.5527,6528.778
85,2021-08-14,6537.115,6198.8223
