,date,pred,true
0,2021-08-07,6239.852,6298.0215
1,2021-08-08,6030.01,5977.038
2,2021-08-09,6453.233,5975.9326
3,2021-08-10,6407.3306,6635.174
4,2021-08-11,6612.1904,6613.616
5,2021-08-12,6575.5938,6582.2583
6,2021-08-13,6601.553,6528.778
7,2021-08-14,6419.8257,6198.8223
8,2021-08-15,5980.2295,5983.757
9,2021-08-16,6060.8257,6471.06
10,2021-08-17,6551.561,6417.69
11,2021-08-18,6440.161,6299.402
12,2021-08-19,6426.7046,6290.715
13,2021-08-20,6326.1343,6312.497
14,2021-08-21,6005.982,6028.5933
15,2021-08-22,5887.25,5871.773
16,2021-08-23,6379.236,6335.6367
17,2021-08-24,6418.7515,6306.076
18,2021-08-25,6336.302,6286.873
19,2021-08-26,6316.3477,6360.3623
20,2021-08-27,6334.7124,6458.062
21,2021-08-28,6058.4595,6254.0283
22,2021-08-29,6011.058,6040.195
23,2021-08-30,6434.805,6356.2
24,2021-08-31,6383.616,6423.1323
25,2021-09-01,6385.3657,6493.1084
26,2021-09-02,6522.7437,6298.5425
27,2021-09-03,6344.014,6362.3506
28,2021-09-04,6224.055,6188.2095
29,2021-09-05,5920.3013,6039.7646
30,2021-09-06,6390.7095,6537.5215
31,2021-09-07,6500.5977,6451.408
32,2021-09-08,6446.14,6505.1514
33,2021-09-09,6500.608,6636.3926
34,2021-09-10,6533.574,6510.4546
35,2021-09-11,6103.7583,6253.585
36,2021-09-12,6076.7505,6152.053
37,2021-09-13,6575.8765,6474.404
38,2021-09-14,6503.5356,6517.15
39,2021-09-15,6516.1777,6618.6665
40,2021-09-16,6600.055,6681.2217
41,2021-09-17,6632.1177,6699.5693
42,2021-09-18,6276.391,6359.7954
43,2021-09-19,6099.287,6085.813
44,2021-09-20,6509.822,6575.688
45,2021-09-21,6580.2285,6606.545
46,2021-09-22,6575.859,6620.951
47,2021-09-23,6616.1807,6656.3955
48,2021-09-24,6609.365,6735.366
49,2021-09-25,6402.4756,6355.463
50,2021-09-26,6072.6743,6186.116
51,2021-09-27,6570.885,6522.6646
52,2021-09-28,6578.6807,6454.898
53,2021-09-29,6468.537,6529.6504
54,2021-09-30,6558.5273,6377.2363
55,2021-10-01,6357.728,6364.8223
56,2021-10-02,6090.898,5990.2646
57,2021-10-03,5899.0537,5949.3384
58,2021-10-04,6428.971,6535.559
59,2021-10-05,6504.5986,6482.915
60,2021-10-06,6477.4033,6573.054
61,2021-10-07,6559.1636,6612.238
62,2021-10-08,6511.572,6713.7734
63,2021-10-09,6330.929,6439.4873
64,2021-10-10,6145.8257,6257.1685
65,2021-10-11,6538.2964,6658.779
66,2021-10-12,6583.9756,6885.4077
67,2021-10-13,6784.5454,6904.2583
68,2021-10-14,6823.8833,6975.4473
69,2021-10-15,6895.594,6928.0503
70,2021-10-16,6527.555,6626.86
71,2021-10-17,6373.6963,6271.2397
72,2021-10-18,6521.206,6581.867
73,2021-10-19,6760.1426,6684.4634
74,2021-10-20,6771.294,6550.5884
75,2021-10-21,6553.0913,6475.0454
76,2021-10-22,6511.759,6528.918
77,2021-10-23,6245.62,6229.809
78,2021-10-24,6106.074,6056.3564
79,2021-10-25,6457.689,6580.954
80,2021-10-26,6586.018,6681.8013
81,2021-10-27,6648.8013,6704.128
82,2021-10-28,6704.466,6654.5933
83,2021-10-29,6624.4224,6712.5684
84,2021-10-30,6387.017,6415.479
85,2021-10-31,6218.498,6160.9214
86,2021-11-01,6566.5596,6482.731
87,2021-11-02,6615.0327,6462.4326
88,2021-11-03,6550.8965,6431.2437
89,2021-11-04,6468.618,6063.2866
90,2021-11-05,6079.108,6435.461
91,2021-11-06,6265.576,6202.514
92,2021-11-07,6030.49,6066.5063
93,2021-11-08,6396.4004,6505.1714
94,2021-11-09,6560.1924,6540.7446
95,2021-11-10,6527.665,6417.857
96,2021-11-11,6399.4077,6485.3022
97,2021-11-12,6492.7637,6537.6636
98,2021-11-13,6223.1465,6180.2104
99,2021-11-14,6050.9424,6101.277
100,2021-11-15,6485.2183,6600.199
101,2021-11-16,6566.687,6658.95
102,2021-11-17,6653.33,6725.549
